"cs-airport","DAC","Dhaka / Hazrat Shahjalal International Airport","Dhaka / Hazrat Shahjalal International","Dhaka"
"cs-airport","DAD","Da Nang International Airport","Da Nang International","Da Nang"
"cs-airport","DAL","Dallas Love Field","Dallas Love Field","Dallas"
"cs-airport","DAM","Damascus International Airport","Damascus International","Damascus"
"cs-airport","DAR","Julius Nyerere International Airport","Julius Nyerere International","Dar es Salaam"
"cs-airport","DAT","Datong Airport","Datong",
"cs-airport","DAU","Daru Airport","Daru",
"cs-airport","DAV","Enrique Malek International Airport","Enrique Malek International","David"
"cs-airport","DAX","Dachuan Airport","Dachuan","Dazhou"
"cs-airport","DAY","James M Cox Dayton International Airport","James M Cox Dayton International","Dayton"
"cs-airport","DBA","Dalbandin Airport","Dalbandin",
"cs-airport","DBO","Dubbo City Regional Airport","Dubbo City Regional","Dubbo"
"cs-airport","DBQ","Dubuque Regional Airport","Dubuque Regional","Dubuque"
"cs-airport","DBV","Dubrovnik Airport","Dubrovnik",
"cs-airport","DCA","Ronald Reagan Washington National Airport","Ronald Reagan Washington National","Washington"
"cs-airport","DCF","Canefield Airport","Canefield",
"cs-airport","DCM","Castres-Mazamet Airport","Castres-Mazamet","Castres/Mazamet"
"cs-airport","DDC","Dodge City Regional Airport","Dodge City Regional","Dodge City"
"cs-airport","DDG","Dandong Airport","Dandong",
"cs-airport","DEA","Dera Ghazi Khan Airport","Dera Ghazi Khan",
"cs-airport","DEB","Debrecen International Airport","Debrecen International","Debrecen"
"cs-airport","DEC","Decatur Airport","Decatur",
"cs-airport","DED","Dehradun Airport","Dehradun",
"cs-airport","DEF","Dezful Airport","Dezful",
"cs-airport","DEL","Indira Gandhi International Airport","Indira Gandhi International","New Delhi"
"cs-airport","DEM","Dembidollo Airport","Dembidollo",
"cs-airport","DEN","Denver International Airport","Denver International","Denver"
"cs-airport","DEZ","Deir ez-Zor Airport","Deir ez-Zor",
"cs-airport","DFW","Dallas Fort Worth International Airport","Dallas Fort Worth International","Dallas-Fort Worth"
"cs-airport","DGA","Dangriga Airport","Dangriga",
"cs-airport","DGO","General Guadalupe Victoria International Airport","General Guadalupe Victoria International","Durango"
"cs-airport","DGT","Sibulan Airport","Sibulan","Dumaguete City"
"cs-airport","DHN","Dothan Regional Airport","Dothan Regional","Dothan"
"cs-airport","DIB","Dibrugarh Airport","Dibrugarh",
"cs-airport","DIE","Arrachart Airport","Arrachart",
"cs-airport","DIG","Diqing Airport","Diqing","Shangri-La"
"cs-airport","DIJ","Dijon-Bourgogne Airport","Dijon-Bourgogne","Dijon/Longvic"
"cs-airport","DIL","Presidente Nicolau Lobato International Airport","Presidente Nicolau Lobato International","Dili"
"cs-airport","DIN","Dien Bien Phu Airport","Dien Bien Phu",
"cs-airport","DIR","Aba Tenna Dejazmach Yilma International Airport","Aba Tenna Dejazmach Yilma International","Dire Dawa"
"cs-airport","DIS","Ngot Nzoungou Airport","Ngot Nzoungou","Dolisie"
"cs-airport","DIU","Diu Airport","Diu",
"cs-airport","DIY","Diyarbakir Airport","Diyarbakir",
"cs-airport","DJB","Sultan Thaha Airport","Sultan Thaha","Jambi-Sumatra Island"
"cs-airport","DJE","Djerba Zarzis International Airport","Djerba Zarzis International","Djerba"
"cs-airport","DJG","Djanet Inedbirene Airport","Djanet Inedbirene","Djanet"
"cs-airport","DJJ","Sentani Airport","Sentani","Jayapura-Papua Island"
"cs-airport","DKR","LÃ©opold SÃ©dar Senghor International Airport","LÃ©opold SÃ©dar Senghor International","Dakar"
"cs-airport","DLA","Douala International Airport","Douala International","Douala"
"cs-airport","DLC","Zhoushuizi Airport","Zhoushuizi","Dalian"
"cs-airport","DLG","Dillingham Airport","Dillingham",
"cs-airport","DLH","Duluth International Airport","Duluth International","Duluth"
"cs-airport","DLI","Lien Khuong Airport","Lien Khuong","Dalat"
"cs-airport","DLM","Dalaman International Airport","Dalaman International","Dalaman"
"cs-airport","DLU","Dali Airport","Dali","Xiaguan"
"cs-airport","DLX","Semipalatinsk Airport","Semipalatinsk","Semey"
"cs-airport","DLY","Dillon's Bay Airport","Dillon's Bay",
"cs-airport","DLZ","Dalanzadgad Airport","Dalanzadgad",
"cs-airport","DMB","Taraz Airport","Taraz",
"cs-airport","DMD","Doomadgee Airport","Doomadgee",
"cs-airport","DME","Domodedovo International Airport","Domodedovo International","Moscow"
"cs-airport","DMK","Don Mueang International Airport","Don Mueang International","Bangkok"
"cs-airport","DMM","King Fahd International Airport","King Fahd International","Ad Dammam"
"cs-airport","DMU","Dimapur Airport","Dimapur",
"cs-airport","DND","Dundee Airport","Dundee",
"cs-airport","DNH","Dunhuang Airport","Dunhuang",
"cs-airport","DNK","Dnipropetrovsk International Airport","Dnipropetrovsk International","Dnipropetrovsk"
"cs-airport","DNR","Dinard-Pleurtuit-Saint-Malo Airport","Dinard-Pleurtuit-Saint-Malo","Dinard/Pleurtuit/Saint-Malo"
"cs-airport","DNZ","Ã‡ardak Airport","Ã‡ardak","Denizli"
"cs-airport","DOE","Djumu-Djomoe Airport","Djumu-Djomoe",
"cs-airport","DOG","Dongola Airport","Dongola",
"cs-airport","DOH","Hamad International Airport","Hamad International","Doha"
"cs-airport","DOK","Donetsk International Airport","Donetsk International","Donetsk"
"cs-airport","DOM","Melville Hall Airport","Melville Hall","Marigot"
"cs-airport","DOP","Dolpa Airport","Dolpa",
"cs-airport","DPL","Dipolog Airport","Dipolog","Dipolog City"
"cs-airport","DPO","Devonport Airport","Devonport",
"cs-airport","DPS","Ngurah Rai (Bali) International Airport","Ngurah Rai (Bali) International","Denpasar-Bali Island"
"cs-airport","DPT","Deputatskiy Airport","Deputatskiy",
"cs-airport","DQA","Saertu Airport","Saertu","Daqing Shi"
"cs-airport","DRS","Dresden Airport","Dresden",
"cs-airport","DRV","Dharavandhoo Airport","Dharavandhoo","Baa Atoll"
"cs-airport","DRW","Darwin International Airport","Darwin International","Darwin"
"cs-airport","DSA","Robin Hood Doncaster Sheffield Airport","Robin Hood Doncaster Sheffield","Doncaster"
"cs-airport","DSD","La DÃ©sirade Airport","La DÃ©sirade","Grande Anse"
"cs-airport","DSE","Combolcha Airport","Combolcha","Dessie"
"cs-airport","DSK","Dera Ismael Khan Airport","Dera Ismael Khan",
"cs-airport","DSM","Des Moines International Airport","Des Moines International","Des Moines"
"cs-airport","DSN","Ordos Ejin Horo Airport","Ordos Ejin Horo","Ordos"
"cs-airport","DSO","Sondok Airport","Sondok","SÅndÅng-ni"
"cs-airport","DSX","Dongsha Island Airport","Dongsha Island","Pratas Island"
"cs-airport","DTB","Silangit Airport","Silangit","Siborong-Borong"
"cs-airport","DTD","Datadawai Airport","Datadawai","Datadawai-Borneo Island"
"cs-airport","DTM","Dortmund Airport","Dortmund",
"cs-airport","DTW","Detroit Metropolitan Wayne County Airport","Detroit Metropolitan Wayne County","Detroit"
"cs-airport","DUB","Dublin Airport","Dublin",
"cs-airport","DUD","Dunedin Airport","Dunedin",
"cs-airport","DUE","Dundo Airport","Dundo","Chitato"
"cs-airport","DUJ","DuBois Regional Airport","DuBois Regional","Dubois"
"cs-airport","DUM","Pinang Kampai Airport","Pinang Kampai","Dumai-Sumatra Island"
"cs-airport","DUR","King Shaka International Airport","King Shaka International","Durban"
"cs-airport","DUS","DÃ¼sseldorf International Airport","DÃ¼sseldorf International","DÃ¼sseldorf"
"cs-airport","DUT","Unalaska Airport","Unalaska",
"cs-airport","DVO","Francisco Bangoy International Airport","Francisco Bangoy International","Davao City"
"cs-airport","DWB","Soalala Airport","Soalala",
"cs-airport","DWC","Al Maktoum International Airport","Al Maktoum International","Jebel Ali"
"cs-airport","DWD","Dawadmi Domestic Airport","Dawadmi Domestic","Dawadmi"
"cs-airport","DWO","Diyawanna Oya Seaplane Base","Diyawanna Oya Seaplane Base","Kotte"
"cs-airport","DXB","Dubai International Airport","Dubai International","Dubai"
"cs-airport","DXE","Bruce Campbell Field","Bruce Campbell Field","Madison"
"cs-airport","DYG","Dayong Airport","Dayong",
"cs-airport","DYR","Ugolny Airport","Ugolny","Anadyr"
"cs-airport","DYU","Dushanbe Airport","Dushanbe",
"cs-airport","DZA","Dzaoudzi Pamandzi International Airport","Dzaoudzi Pamandzi International","Dzaoudzi"
"cs-airport","DZN","Zhezkazgan Airport","Zhezkazgan",
"cs-airport","EAE","Siwo Airport","Siwo","Emae Island"
"cs-airport","EAM","Nejran Airport","Nejran",
"cs-airport","EAR","Kearney Regional Airport","Kearney Regional","Kearney"
"cs-airport","EAS","San Sebastian Airport","San Sebastian","Hondarribia"
"cs-airport","EAU","Chippewa Valley Regional Airport","Chippewa Valley Regional","Eau Claire"
"cs-airport","EBA","Marina Di Campo Airport","Marina Di Campo","Marina  Di Campo"
"cs-airport","EBB","Entebbe International Airport","Entebbe International","Kampala"
"cs-airport","EBD","El Obeid Airport","El Obeid","Al-Ubayyid"
"cs-airport","EBJ","Esbjerg Airport","Esbjerg",
"cs-airport","EBL","Erbil International Airport","Erbil International","Arbil"
"cs-airport","EBU","Saint-Ã‰tienne-BouthÃ©on Airport","Saint-Ã‰tienne-BouthÃ©on","Saint-Ã‰tienne/BouthÃ©on"
"cs-airport","ECI","Costa Esmeralda Airport","Costa Esmeralda","Tola"
"cs-airport","ECN","Ercan International Airport","Ercan International","Nicosia"
"cs-airport","ECP","Northwest Florida Beaches International Airport","Northwest Florida Beaches International","Panama City Beach"
"cs-airport","EDI","Edinburgh Airport","Edinburgh",
"cs-airport","EDL","Eldoret International Airport","Eldoret International","Eldoret"
"cs-airport","EDO","BalÄ±kesir KÃ¶rfez Airport","BalÄ±kesir KÃ¶rfez","Edremit"
"cs-airport","EDR","Pormpuraaw Airport","Pormpuraaw",
"cs-airport","EFL","Kefallinia Airport","Kefallinia","Kefallinia Island"
"cs-airport","EGC","Bergerac-RoumaniÃ¨re Airport","Bergerac-RoumaniÃ¨re","Bergerac/RoumaniÃ¨re"
"cs-airport","EGE","Eagle County Regional Airport","Eagle County Regional","Eagle"
"cs-airport","EGO","Belgorod International Airport","Belgorod International","Belgorod"
"cs-airport","EGS","EgilsstaÃ°ir Airport","EgilsstaÃ°ir",
"cs-airport","EGX","Egegik Airport","Egegik",
"cs-airport","EIE","Yeniseysk Airport","Yeniseysk",
"cs-airport","EIK","Yeysk Airport","Yeysk",
"cs-airport","EIN","Eindhoven Airport","Eindhoven",
"cs-airport","EIS","Terrance B. Lettsome International Airport","Terrance B. Lettsome International","Road Town"
"cs-airport","EJA","YariguÃ­es Airport","YariguÃ­es","Barrancabermeja"
"cs-airport","EJH","Al Wajh Domestic Airport","Al Wajh Domestic","Al Wajh"
"cs-airport","EJN","Ejin Banner-Taolai Airport","Ejin Banner-Taolai","Ejin Banner"
"cs-airport","EJT","Enejit Airport","Enejit","Enejit Island"
"cs-airport","EKO","Elko Regional Airport","Elko Regional","Elko"
"cs-airport","EKS","Shakhtyorsk Airport","Shakhtyorsk","Shakhtersk"
"cs-airport","ELC","Elcho Island Airport","Elcho Island",
"cs-airport","ELD","South Arkansas Regional At Goodwin Field","South Arkansas Regional At Goodwin Field","El Dorado"
"cs-airport","ELE","EL Real Airport","EL Real","El Real de Santa MarÃ­a"
"cs-airport","ELF","El Fasher Airport","El Fasher",
"cs-airport","ELG","El Golea Airport","El Golea",
"cs-airport","ELH","North Eleuthera Airport","North Eleuthera",
"cs-airport","ELM","Elmira Corning Regional Airport","Elmira Corning Regional","Elmira/Corning"
"cs-airport","ELP","El Paso International Airport","El Paso International","El Paso"
"cs-airport","ELQ","Gassim Airport","Gassim",
"cs-airport","ELS","Ben Schoeman Airport","Ben Schoeman","East London"
"cs-airport","ELU","Guemar Airport","Guemar",
"cs-airport","ELV","Elfin Cove Seaplane Base","Elfin Cove Seaplane Base","Elfin Cove"
"cs-airport","EMA","East Midlands Airport","East Midlands","Nottingham"
"cs-airport","EMD","Emerald Airport","Emerald",
"cs-airport","EME","Emden Airport","Emden",
"cs-airport","EMK","Emmonak Airport","Emmonak",
"cs-airport","ENE","Ende (H Hasan Aroeboesman) Airport","Ende (H Hasan Aroeboesman)","Ende-Flores Island"
"cs-airport","ENF","Enontekio Airport","Enontekio",
"cs-airport","ENH","Enshi Airport","Enshi",
"cs-airport","ENI","El Nido Airport","El Nido",
"cs-airport","ENO","EncarnaciÃ³n Airport","EncarnaciÃ³n",
"cs-airport","ENT","Eniwetok Airport","Eniwetok","Eniwetok Atoll"
"cs-airport","ENU","Akanu Ibiam International Airport","Akanu Ibiam International","Enegu"
"cs-airport","ENY","Yan'an Ershilipu Airport","Yan'an Ershilipu","Yan'an"
"cs-airport","EOH","Enrique Olaya Herrera Airport","Enrique Olaya Herrera","MedellÃ­n"
"cs-airport","EOI","Eday Airport","Eday",
"cs-airport","EPL","Ã‰pinal-Mirecourt Airport","Ã‰pinal-Mirecourt","Ã‰pinal/Mirecourt"
"cs-airport","EPR","Esperance Airport","Esperance",
"cs-airport","EPU","PÃ¤rnu Airport","PÃ¤rnu",
"cs-airport","EQS","Brigadier Antonio Parodi Airport","Brigadier Antonio Parodi","Esquel"
"cs-airport","ERC","Erzincan Airport","Erzincan",
"cs-airport","ERF","Erfurt Airport","Erfurt",
"cs-airport","ERH","Moulay Ali Cherif Airport","Moulay Ali Cherif","Errachidia"
"cs-airport","ERI","Erie International Tom Ridge Field","Erie International Tom Ridge Field","Erie"
"cs-airport","ERL","Erenhot Saiwusu International Airport","Erenhot Saiwusu International","Erenhot"
"cs-airport","ERS","Eros Airport","Eros","Windhoek"
"cs-airport","ERZ","Erzurum International Airport","Erzurum International","Erzurum"
"cs-airport","ESB","EsenboÄŸa International Airport","EsenboÄŸa International","Ankara"
"cs-airport","ESD","Orcas Island Airport","Orcas Island","Eastsound"
"cs-airport","ESL","Elista Airport","Elista",
"cs-airport","ESM","General Rivadeneira Airport","General Rivadeneira","Tachina"
"cs-airport","ESR","Ricardo GarcÃ­a Posada Airport","Ricardo GarcÃ­a Posada","El Salvador"
"cs-airport","ESU","Mogador Airport","Mogador","Essaouira"
"cs-airport","ETH","Eilat Airport","Eilat",
"cs-airport","ETR","Santa Rosa International Airport","Santa Rosa International","Santa Rosa"
"cs-airport","ETZ","Metz-Nancy-Lorraine Airport","Metz-Nancy-Lorraine","Metz / Nancy"
"cs-airport","EUA","Kaufana Airport","Kaufana","Eua Island"
"cs-airport","EUG","Mahlon Sweet Field","Mahlon Sweet Field","Eugene"
"cs-airport","EUN","Hassan I Airport","Hassan I","El AaiÃºn"
"cs-airport","EUX","F. D. Roosevelt Airport","F. D. Roosevelt","Sint Eustatius"
"cs-airport","EVE","Harstad/Narvik Airport, Evenes","Harstad/Narvik, Evenes","Evenes"
"cs-airport","EVG","Sveg Airport","Sveg",
"cs-airport","EVN","Zvartnots International Airport","Zvartnots International","Yerevan"
"cs-airport","EVV","Evansville Regional Airport","Evansville Regional","Evansville"
"cs-airport","EWB","New Bedford Regional Airport","New Bedford Regional","New Bedford"
"cs-airport","EWN","Coastal Carolina Regional Airport","Coastal Carolina Regional","New Bern"
"cs-airport","EWR","Newark Liberty International Airport","Newark Liberty International","Newark"
"cs-airport","EXI","Excursion Inlet Seaplane Base","Excursion Inlet Seaplane Base","Excursion Inlet"
"cs-airport","EXT","Exeter International Airport","Exeter International","Exeter"
"cs-airport","EYK","Beloyarskiy Airport","Beloyarskiy",
"cs-airport","EYP","El Yopal Airport","El Yopal",
"cs-airport","EYW","Key West International Airport","Key West International","Key West"
"cs-airport","EZE","Ministro Pistarini International Airport","Ministro Pistarini International","Buenos Aires"
"cs-airport","EZS","ElazÄ±ÄŸ Airport","ElazÄ±ÄŸ",
"cs-airport","FAE","Vagar Airport","Vagar",
"cs-airport","FAI","Fairbanks International Airport","Fairbanks International","Fairbanks"
"cs-airport","FAO","Faro Airport","Faro",
"cs-airport","FAR","Hector International Airport","Hector International","Fargo"
"cs-airport","FAT","Fresno Yosemite International Airport","Fresno Yosemite International","Fresno"
"cs-airport","FAV","Fakarava Airport","Fakarava",
"cs-airport","FAY","Fayetteville Regional Grannis Field","Fayetteville Regional Grannis Field","Fayetteville"
"cs-airport","FBD","Fayzabad Airport","Fayzabad",
"cs-airport","FBM","Lubumbashi International Airport","Lubumbashi International","Lubumbashi"
"cs-airport","FCA","Glacier Park International Airport","Glacier Park International","Kalispell"
"cs-airport","FCO","Leonardo da Vinciâ€“Fiumicino Airport","Leonardo da Vinciâ€“Fiumicino","Rome"
"cs-airport","FDE","FÃ¸rde Airport","FÃ¸rde",
"cs-airport","FDF","Martinique AimÃ© CÃ©saire International Airport","Martinique AimÃ© CÃ©saire International","Fort-de-France"
"cs-airport","FDH","Friedrichshafen Airport","Friedrichshafen",
"cs-airport","FDU","Bandundu Airport","Bandundu",
"cs-airport","FEC","JoÃ£o Durval Carneiro Airport","JoÃ£o Durval Carneiro","Feira De Santana"
"cs-airport","FEG","Fergana International Airport","Fergana International","Fergana"
"cs-airport","FEN","Fernando de Noronha Airport","Fernando de Noronha","Fernando De Noronha"
"cs-airport","FEZ","SaÃ¯ss Airport","SaÃ¯ss","Fes"
"cs-airport","FHU","Sierra Vista Municipal Libby Army Air Field","Sierra Vista Municipal Libby Army Air Field","Fort Huachuca Sierra Vista"
"cs-airport","FIE","Fair Isle Airport","Fair Isle",
"cs-airport","FIH","Ndjili International Airport","Ndjili International","Kinshasa"
"cs-airport","FJR","Fujairah International Airport","Fujairah International",
"cs-airport","FKB","Karlsruhe Baden-Baden Airport","Karlsruhe Baden-Baden","Baden-Baden"
"cs-airport","FKI","Bangoka International Airport","Bangoka International","Kisangani"
"cs-airport","FKQ","Fakfak Airport","Fakfak","Fakfak-Papua Island"
"cs-airport","FKS","Fukushima Airport","Fukushima","Sukagawa"
"cs-airport","FLA","Gustavo Artunduaga Paredes Airport","Gustavo Artunduaga Paredes","Florencia"
"cs-airport","FLG","Flagstaff Pulliam Airport","Flagstaff Pulliam","Flagstaff"
"cs-airport","FLL","Fort Lauderdale Hollywood International Airport","Fort Lauderdale Hollywood International","Fort Lauderdale"
"cs-airport","FLN","HercÃ­lio Luz International Airport","HercÃ­lio Luz International","FlorianÃ³polis"
"cs-airport","FLO","Florence Regional Airport","Florence Regional","Florence"
"cs-airport","FLR","Peretola Airport","Peretola","Firenze"
"cs-airport","FLS","Flinders Island Airport","Flinders Island",
"cs-airport","FLW","Flores Airport","Flores","Santa Cruz das Flores"
"cs-airport","FMA","Formosa Airport","Formosa",
"cs-airport","FMI","Kalemie Airport","Kalemie",
"cs-airport","FMM","Memmingen Allgau Airport","Memmingen Allgau","Memmingen"
"cs-airport","FMO","MÃ¼nster OsnabrÃ¼ck Airport","MÃ¼nster OsnabrÃ¼ck","MÃ¼nster"
"cs-airport","FNA","Lungi International Airport","Lungi International","Freetown"
"cs-airport","FNC","Madeira Airport","Madeira","Funchal"
"cs-airport","FNI","NÃ®mes-Arles-Camargue Airport","NÃ®mes-Arles-Camargue","NÃ®mes/Garons"
"cs-airport","FNJ","Pyongyang Sunan International Airport","Pyongyang Sunan International","Pyongyang"
"cs-airport","FNR","Funter Bay Seaplane Base","Funter Bay Seaplane Base","Funter Bay"
"cs-airport","FNT","Bishop International Airport","Bishop International","Flint"
"cs-airport","FOA","Foula Airport","Foula",
"cs-airport","FOC","Fuzhou Changle International Airport","Fuzhou Changle International","Fuzhou"
"cs-airport","FOD","Fort Dodge Regional Airport","Fort Dodge Regional","Fort Dodge"
"cs-airport","FOG","Foggia ""Gino Lisa"" Airport","Foggia ""Gino Lisa""","Foggia"
"cs-airport","FOO","Kornasoren Airfield","Kornasoren Airfield","Kornasoren-Numfoor Island"
"cs-airport","FOR","Pinto Martins International Airport","Pinto Martins International","Fortaleza"
"cs-airport","FPO","Grand Bahama International Airport","Grand Bahama International","Freeport"
"cs-airport","FRA","Frankfurt am Main International Airport","Frankfurt am Main International","Frankfurt-am-Main"
"cs-airport","FRD","Friday Harbor Airport","Friday Harbor",
"cs-airport","FRE","Fera/Maringe Airport","Fera/Maringe","Fera Island"
"cs-airport","FRL","ForlÃ¬ Airport","ForlÃ¬","ForlÃ¬ (FC)"
"cs-airport","FRO","FlorÃ¸ Airport","FlorÃ¸",
"cs-airport","FRS","Mundo Maya International Airport","Mundo Maya International","San Benito"
"cs-airport","FRU","Manas International Airport","Manas International","Bishkek"
"cs-airport","FRW","Francistown Airport","Francistown",
"cs-airport","FSC","Figari Sud-Corse Airport","Figari Sud-Corse",
"cs-airport","FSD","Joe Foss Field Airport","Joe Foss Field","Sioux Falls"
"cs-airport","FSM","Fort Smith Regional Airport","Fort Smith Regional","Fort Smith"
"cs-airport","FSP","St Pierre Airport","St Pierre","Saint-Pierre"
"cs-airport","FSZ","Mt. Fuji Shizuoka Airport","Mt. Fuji Shizuoka","Makinohara / Shimada"
"cs-airport","FTA","Futuna Airport","Futuna","Futuna Island"
"cs-airport","FTE","El Calafate Airport","El Calafate",
"cs-airport","FTI","Fitiuta Airport","Fitiuta","Fitiuta Village"
"cs-airport","FTU","TÃ´lanaro Airport","TÃ´lanaro",
"cs-airport","FUE","Fuerteventura Airport","Fuerteventura","Fuerteventura Island"
"cs-airport","FUG","Fuyang Xiguan Airport","Fuyang Xiguan","Fuyang"
"cs-airport","FUJ","Fukue Airport","Fukue","Goto"
"cs-airport","FUK","Fukuoka Airport","Fukuoka",
"cs-airport","FUN","Funafuti International Airport","Funafuti International","Funafuti"
"cs-airport","FUO","Foshan Shadi Airport","Foshan Shadi","Foshan"
"cs-airport","FUT","Pointe Vele Airport","Pointe Vele","Futuna Island"
"cs-airport","FWA","Fort Wayne International Airport","Fort Wayne International","Fort Wayne"
"cs-airport","FYJ","Dongji Aiport","Dongji Aiport","Fuyuan"
"cs-airport","GAE","GabÃ¨s Matmata International Airport","GabÃ¨s Matmata International","GabÃ¨s"
"cs-airport","GAF","Gafsa Ksar International Airport","Gafsa Ksar International","Gafsa"
"cs-airport","GAJ","Yamagata Airport","Yamagata",
"cs-airport","GAN","Gan International Airport","Gan International","Gan"
"cs-airport","GAO","Mariana Grajales Airport","Mariana Grajales","GuantÃ¡namo"
"cs-airport","GAQ","Gao Airport","Gao",
"cs-airport","GAU","Lokpriya Gopinath Bordoloi International Airport","Lokpriya Gopinath Bordoloi International","Guwahati"
"cs-airport","GAX","Gamba Airport","Gamba",
"cs-airport","GAY","Gaya Airport","Gaya",
"cs-airport","GBB","Gabala International Airport","Gabala International","Gabala"
"cs-airport","GBE","Sir Seretse Khama International Airport","Sir Seretse Khama International","Gaborone"
"cs-airport","GBJ","Les Bases Airport","Les Bases","Grand Bourg"
"cs-airport","GCC","Gillette Campbell County Airport","Gillette Campbell County","Gillette"
"cs-airport","GCI","Guernsey Airport","Guernsey","Saint Peter Port"
"cs-airport","GCK","Garden City Regional Airport","Garden City Regional","Garden City"
"cs-airport","GCM","Owen Roberts International Airport","Owen Roberts International","Georgetown"
"cs-airport","GCN","Grand Canyon National Park Airport","Grand Canyon National Park","Grand Canyon"
"cs-airport","GDE","Gode Airport","Gode",
"cs-airport","GDL","Don Miguel Hidalgo Y Costilla International Airport","Don Miguel Hidalgo Y Costilla International","Guadalajara"
"cs-airport","GDN","GdaÅ„sk Lech WaÅ‚Ä™sa Airport","GdaÅ„sk Lech WaÅ‚Ä™sa","GdaÅ„sk"
"cs-airport","GDQ","Gonder Airport","Gonder","Gondar"
"cs-airport","GDT","JAGS McCartney International Airport","JAGS McCartney International","Cockburn Town"
"cs-airport","GDX","Sokol Airport","Sokol","Magadan"
"cs-airport","GDZ","Gelendzhik Airport","Gelendzhik",
"cs-airport","GEA","NoumÃ©a Magenta Airport","NoumÃ©a Magenta","NoumÃ©a"
"cs-airport","GEC","GeÃ§itkale Air Base","GeÃ§itkale Air Base","GeÃ§itkale"
"cs-airport","GEG","Spokane International Airport","Spokane International","Spokane"
"cs-airport","GEL","Santo Ã‚ngelo Airport","Santo Ã‚ngelo",
"cs-airport","GEO","Cheddi Jagan International Airport","Cheddi Jagan International","Georgetown"
"cs-airport","GER","Rafael Cabrera Airport","Rafael Cabrera","Nueva Gerona"
"cs-airport","GES","General Santos International Airport","General Santos International","General Santos"
"cs-airport","GET","Geraldton Airport","Geraldton",
"cs-airport","GEV","GÃ¤llivare Airport","GÃ¤llivare",
"cs-airport","GFF","Griffith Airport","Griffith",
"cs-airport","GFK","Grand Forks International Airport","Grand Forks International","Grand Forks"
"cs-airport","GGG","East Texas Regional Airport","East Texas Regional","Longview"
"cs-airport","GGS","Gobernador Gregores Airport","Gobernador Gregores",
"cs-airport","GGT","Exuma International Airport","Exuma International","George Town"
"cs-airport","GGW","Wokal Field Glasgow International Airport","Wokal Field Glasgow International","Glasgow"
"cs-airport","GHA","NoumÃ©rat - Moufdi Zakaria Airport","NoumÃ©rat - Moufdi Zakaria","GhardaÃ¯a"
"cs-airport","GHB","Governor's Harbour Airport","Governor's Harbour",
"cs-airport","GHT","Ghat Airport","Ghat",
"cs-airport","GIB","Gibraltar Airport","Gibraltar",
"cs-airport","GIC","Boigu Airport","Boigu",
"cs-airport","GIG","Rio GaleÃ£o â€“ Tom Jobim International Airport","Rio GaleÃ£o â€“ Tom Jobim International","Rio De Janeiro"
"cs-airport","GIL","Gilgit Airport","Gilgit",
"cs-airport","GIS","Gisborne Airport","Gisborne",
"cs-airport","GIZ","Jizan Regional Airport","Jizan Regional","Jizan"
"cs-airport","GJA","La Laguna Airport","La Laguna","Guanaja"
"cs-airport","GJL","Jijel Ferhat Abbas Airport","Jijel Ferhat Abbas","Jijel"
"cs-airport","GJT","Grand Junction Regional Airport","Grand Junction Regional","Grand Junction"
"cs-airport","GKA","Goroka Airport","Goroka","Goronka"
"cs-airport","GKK","Kooddoo Airport","Kooddoo","Huvadhu Atoll"
"cs-airport","GLA","Glasgow International Airport","Glasgow International","Glasgow"
"cs-airport","GLF","Golfito Airport","Golfito",
"cs-airport","GLH","Mid Delta Regional Airport","Mid Delta Regional","Greenville"
"cs-airport","GLK","Galcaio Airport","Galcaio",
"cs-airport","GLT","Gladstone Airport","Gladstone",
"cs-airport","GMA","Gemena Airport","Gemena",
"cs-airport","GMB","Gambella Airport","Gambella","Gambela"
"cs-airport","GME","Gomel Airport","Gomel",
"cs-airport","GMI","Gasmata Island Airport","Gasmata Island",
"cs-airport","GMO","Gombe Lawanti International Airport","Gombe Lawanti International","Gombe"
"cs-airport","GMP","Gimpo International Airport","Gimpo International","Seoul"
"cs-airport","GMQ","Golog Maqin Airport","Golog Maqin","Golog"
"cs-airport","GMR","Totegegie Airport","Totegegie",
"cs-airport","GMZ","La Gomera Airport","La Gomera","Alajero, La Gomera Island"
"cs-airport","GNA","Hrodna Airport","Hrodna",
"cs-airport","GNB","Grenoble-IsÃ¨re Airport","Grenoble-IsÃ¨re","Grenoble/Saint-Geoirs"
"cs-airport","GND","Point Salines International Airport","Point Salines International","Saint George's"
"cs-airport","GNS","Binaka Airport","Binaka","Gunung Sitoli-Nias Island"
"cs-airport","GNV","Gainesville Regional Airport","Gainesville Regional","Gainesville"
"cs-airport","GNY","ÅžanlÄ±urfa GAP Airport","ÅžanlÄ±urfa GAP","ÅžanlÄ±urfa"
"cs-airport","GNZ","Ghanzi Airport","Ghanzi",
"cs-airport","GOA","Genoa Cristoforo Colombo Airport","Genoa Cristoforo Colombo","Genova"
"cs-airport","GOH","Godthaab / Nuuk Airport","Godthaab / Nuuk","Nuuk"
"cs-airport","GOI","Dabolim Airport","Dabolim","Vasco da Gama"
"cs-airport","GOJ","Nizhny Novgorod Strigino International Airport","Nizhny Novgorod Strigino International","Nizhny Novgorod"
"cs-airport","GOM","Goma International Airport","Goma International","Goma"
"cs-airport","GOP","Gorakhpur Airport","Gorakhpur",
"cs-airport","GOQ","Golmud Airport","Golmud",
"cs-airport","GOR","Gore Airport","Gore",
