"cs-airport","AKV","Akulivik Airport","Akulivik",
"cs-airport","AKX","Aktobe Airport","Aktobe","Aktyuinsk"
"cs-airport","AKY","Sittwe Airport","Sittwe",
"cs-airport","ALA","Almaty Airport","Almaty",
"cs-airport","ALB","Albany International Airport","Albany International","Albany"
"cs-airport","ALC","Alicante International Airport","Alicante International","Alicante"
"cs-airport","ALF","Alta Airport","Alta",
"cs-airport","ALG","Houari Boumediene Airport","Houari Boumediene","Algiers"
"cs-airport","ALH","Albany Airport","Albany",
"cs-airport","ALL","Villanova D'Albenga International Airport","Villanova D'Albenga International","Albenga (SV)"
"cs-airport","ALO","Waterloo Regional Airport","Waterloo Regional","Waterloo"
"cs-airport","ALP","Aleppo International Airport","Aleppo International","Aleppo"
"cs-airport","ALS","San Luis Valley Regional Bergman Field","San Luis Valley Regional Bergman Field","Alamosa"
"cs-airport","ALW","Walla Walla Regional Airport","Walla Walla Regional","Walla Walla"
"cs-airport","ALY","El Nouzha Airport","El Nouzha","Alexandria"
"cs-airport","AMA","Rick Husband Amarillo International Airport","Rick Husband Amarillo International","Amarillo"
"cs-airport","AMD","Sardar Vallabhbhai Patel International Airport","Sardar Vallabhbhai Patel International","Ahmedabad"
"cs-airport","AMH","Arba Minch Airport","Arba Minch",
"cs-airport","AMM","Queen Alia International Airport","Queen Alia International","Amman"
"cs-airport","AMQ","Pattimura Airport, Ambon","Pattimura, Ambon","Ambon"
"cs-airport","AMS","Amsterdam Airport Schiphol","Amsterdam Schiphol","Amsterdam"
"cs-airport","AMV","Amderma Airport","Amderma",
"cs-airport","ANC","Ted Stevens Anchorage International Airport","Ted Stevens Anchorage International","Anchorage"
"cs-airport","ANE","Angers-Loire Airport","Angers-Loire","Angers/MarcÃ©"
"cs-airport","ANF","Cerro Moreno Airport","Cerro Moreno","Antofagasta"
"cs-airport","ANG","AngoulÃªme-Brie-Champniers Airport","AngoulÃªme-Brie-Champniers","AngoulÃªme/Brie/Champniers"
"cs-airport","ANI","Aniak Airport","Aniak",
"cs-airport","ANM","Antsirabato Airport","Antsirabato",
"cs-airport","ANN","Annette Island Airport","Annette Island","Annette"
"cs-airport","ANR","Antwerp International Airport (Deurne)","Antwerp International (Deurne)","Antwerp"
"cs-airport","ANS","Andahuaylas Airport","Andahuaylas",
"cs-airport","ANU","V.C. Bird International Airport","V.C. Bird International","St. George"
"cs-airport","ANV","Anvik Airport","Anvik",
"cs-airport","ANX","AndÃ¸ya Airport","AndÃ¸ya","Andenes"
"cs-airport","AOC","Altenburg-Nobitz Airport","Altenburg-Nobitz","Altenburg"
"cs-airport","AOE","Anadolu Airport","Anadolu","EskiÅŸehir"
"cs-airport","AOG","Anshan Air Base","Anshan Air Base","Anshan"
"cs-airport","AOI","Ancona Falconara Airport","Ancona Falconara","Ancona"
"cs-airport","AOJ","Aomori Airport","Aomori",
"cs-airport","AOK","Karpathos Airport","Karpathos","Karpathos Island"
"cs-airport","AOO","Altoona Blair County Airport","Altoona Blair County","Altoona"
"cs-airport","AOR","Sultan Abdul Halim Airport","Sultan Abdul Halim","Alor Satar"
"cs-airport","AOS","Amook Bay Seaplane Base","Amook Bay Seaplane Base","Amook Bay"
"cs-airport","AOT","Aosta Airport","Aosta",
"cs-airport","APK","Apataki Airport","Apataki",
"cs-airport","APL","Nampula Airport","Nampula",
"cs-airport","APN","Alpena County Regional Airport","Alpena County Regional","Alpena"
"cs-airport","APO","Antonio Roldan Betancourt Airport","Antonio Roldan Betancourt","Carepa"
"cs-airport","APW","Faleolo International Airport","Faleolo International","Apia"
"cs-airport","AQA","Araraquara Airport","Araraquara",
"cs-airport","AQG","Anqing Tianzhushan Airport","Anqing Tianzhushan","Anqing"
"cs-airport","AQI","Al Qaisumah/Hafr Al Batin Airport","Al Qaisumah/Hafr Al Batin","Qaisumah"
"cs-airport","AQJ","Aqaba King Hussein International Airport","Aqaba King Hussein International","Aqaba"
"cs-airport","AQP","RodrÃ­guez BallÃ³n International Airport","RodrÃ­guez BallÃ³n International","Arequipa"
"cs-airport","ARC","Arctic Village Airport","Arctic Village",
"cs-airport","ARD","Mali Airport","Mali","Alor Island"
"cs-airport","ARH","Talagi Airport","Talagi","Archangelsk"
"cs-airport","ARI","Chacalluta Airport","Chacalluta","Arica"
"cs-airport","ARK","Arusha Airport","Arusha",
"cs-airport","ARM","Armidale Airport","Armidale",
"cs-airport","ARN","Stockholm-Arlanda Airport","Stockholm-Arlanda","Stockholm"
"cs-airport","ART","Watertown International Airport","Watertown International","Watertown"
"cs-airport","ARU","AraÃ§atuba Airport","AraÃ§atuba",
"cs-airport","ARW","Arad International Airport","Arad International","Arad"
"cs-airport","ASA","Assab International Airport","Assab International","Asab"
"cs-airport","ASB","Ashgabat Airport","Ashgabat",
"cs-airport","ASE","Aspen-Pitkin Co/Sardy Field","Aspen-Pitkin Co/Sardy Field","Aspen"
"cs-airport","ASF","Astrakhan Airport","Astrakhan",
"cs-airport","ASJ","Amami Airport","Amami",
"cs-airport","ASM","Asmara International Airport","Asmara International","Asmara"
"cs-airport","ASO","Asosa Airport","Asosa",
"cs-airport","ASP","Alice Springs Airport","Alice Springs",
"cs-airport","ASR","Kayseri Erkilet Airport","Kayseri Erkilet","Kayseri"
"cs-airport","ASU","Silvio Pettirossi International Airport","Silvio Pettirossi International","AsunciÃ³n"
"cs-airport","ASV","Amboseli Airport","Amboseli","Amboseli National Park"
"cs-airport","ASW","Aswan International Airport","Aswan International","Aswan"
"cs-airport","ATB","Atbara Airport","Atbara",
"cs-airport","ATC","Arthur's Town Airport","Arthur's Town",
"cs-airport","ATD","Uru Harbour Airport","Uru Harbour","Atoifi"
"cs-airport","ATH","Eleftherios Venizelos International Airport","Eleftherios Venizelos International","Athens"
"cs-airport","ATL","Hartsfield Jackson Atlanta International Airport","Hartsfield Jackson Atlanta International","Atlanta"
"cs-airport","ATM","Altamira Airport","Altamira",
"cs-airport","ATP","Aitape Airport","Aitape",
"cs-airport","ATQ","Sri Guru Ram Dass Jee International Airport","Sri Guru Ram Dass Jee International","Amritsar"
"cs-airport","ATT","Atmautluak Airport","Atmautluak",
"cs-airport","ATY","Watertown Regional Airport","Watertown Regional","Watertown"
"cs-airport","ATZ","Assiut International Airport","Assiut International","Assiut"
"cs-airport","AUA","Queen Beatrix International Airport","Queen Beatrix International","Oranjestad"
"cs-airport","AUC","Santiago Perez Airport","Santiago Perez","Arauca"
"cs-airport","AUG","Augusta State Airport","Augusta State","Augusta"
"cs-airport","AUH","Abu Dhabi International Airport","Abu Dhabi International","Abu Dhabi"
"cs-airport","AUL","Aur Island Airport","Aur Island","Aur Atoll"
"cs-airport","AUQ","Hiva Oa-Atuona Airport","Hiva Oa-Atuona","Hiva Oa Island"
"cs-airport","AUR","Aurillac Airport","Aurillac",
"cs-airport","AUS","Austin Bergstrom International Airport","Austin Bergstrom International","Austin"
"cs-airport","AUU","Aurukun Airport","Aurukun",
"cs-airport","AUX","AraguaÃ­na Airport","AraguaÃ­na",
"cs-airport","AUY","Aneityum Airport","Aneityum","Anatom Island"
"cs-airport","AVI","Maximo Gomez Airport","Maximo Gomez","Ciego de Avila"
"cs-airport","AVK","Arvaikheer Airport","Arvaikheer",
"cs-airport","AVL","Asheville Regional Airport","Asheville Regional","Asheville"
"cs-airport","AVN","Avignon-Caumont Airport","Avignon-Caumont","Avignon/Caumont"
"cs-airport","AVP","Wilkes Barre Scranton International Airport","Wilkes Barre Scranton International","Wilkes-Barre/Scranton"
"cs-airport","AVV","Avalon Airport","Avalon","Melbourne"
"cs-airport","AWB","Awaba Airport","Awaba",
"cs-airport","AWD","Aniwa Airport","Aniwa",
"cs-airport","AWZ","Ahwaz Airport","Ahwaz",
"cs-airport","AXA","Wallblake Airport","Wallblake","The Valley"
"cs-airport","AXD","Dimokritos Airport","Dimokritos","Alexandroupolis"
"cs-airport","AXF","Alxa Left Banner-Bayanhot Airport","Alxa Left Banner-Bayanhot","Bayanhot"
"cs-airport","AXJ","Amakusa Airport","Amakusa",
"cs-airport","AXM","El Eden Airport","El Eden","Armenia"
"cs-airport","AXP","Spring Point Airport","Spring Point",
"cs-airport","AXR","Arutua Airport","Arutua",
"cs-airport","AXT","Akita Airport","Akita",
"cs-airport","AXU","Axum Airport","Axum",
"cs-airport","AYP","Coronel FAP Alfredo Mendivil Duarte Airport","Coronel FAP Alfredo Mendivil Duarte","Ayacucho"
"cs-airport","AYQ","Ayers Rock Connellan Airport","Ayers Rock Connellan","Ayers Rock"
"cs-airport","AYT","Antalya International Airport","Antalya International","Antalya"
"cs-airport","AZD","Shahid Sadooghi Airport","Shahid Sadooghi","Yazd"
"cs-airport","AZN","Andizhan Airport","Andizhan",
"cs-airport","AZO","Kalamazoo Battle Creek International Airport","Kalamazoo Battle Creek International","Kalamazoo"
"cs-airport","AZR","Touat Cheikh Sidi Mohamed Belkebir Airport","Touat Cheikh Sidi Mohamed Belkebir",
"cs-airport","AZS","SamanÃ¡ El Catey International Airport","SamanÃ¡ El Catey International","Samana"
"cs-airport","BAG","Loakan Airport","Loakan","Baguio City"
"cs-airport","BAH","Bahrain International Airport","Bahrain International","Manama"
"cs-airport","BAL","Batman Airport","Batman",
"cs-airport","BAQ","Ernesto Cortissoz International Airport","Ernesto Cortissoz International","Barranquilla"
"cs-airport","BAS","Ballalae Airport","Ballalae",
"cs-airport","BAU","Bauru Airport","Bauru",
"cs-airport","BAV","Baotou Airport","Baotou",
"cs-airport","BAX","Barnaul Airport","Barnaul",
"cs-airport","BAY","Tautii Magheraus Airport","Tautii Magheraus","Baia Mare"
"cs-airport","BAZ","Barcelos Airport","Barcelos",
"cs-airport","BBA","Balmaceda Airport","Balmaceda",
"cs-airport","BBG","Butaritari Atoll Airport","Butaritari Atoll",
"cs-airport","BBI","Biju Patnaik Airport","Biju Patnaik","Bhubaneswar"
"cs-airport","BBK","Kasane Airport","Kasane",
"cs-airport","BBM","Battambang Airport","Battambang",
"cs-airport","BBN","Bario Airport","Bario",
"cs-airport","BBO","Berbera Airport","Berbera",
"cs-airport","BBQ","Codrington Airport","Codrington",
"cs-airport","BBR","Baillif Airport","Baillif","Basse Terre"
"cs-airport","BBU","BÄƒneasa International Airport","BÄƒneasa International","Bucharest"
"cs-airport","BCA","Gustavo Rizo Airport","Gustavo Rizo","Baracoa"
"cs-airport","BCD","Bacolod-Silay City International Airport","Bacolod-Silay City International","Bacolod City"
"cs-airport","BCI","Barcaldine Airport","Barcaldine",
"cs-airport","BCL","Barra del Colorado Airport","Barra del Colorado","Pococi"
"cs-airport","BCM","BacÄƒu Airport","BacÄƒu",
"cs-airport","BCN","Barcelona International Airport","Barcelona International","Barcelona"
"cs-airport","BCV","Belmopan Airport","Belmopan",
"cs-airport","BCW","Benguera Island Airport","Benguera Island",
"cs-airport","BDA","L.F. Wade International International Airport","L.F. Wade International International","Hamilton"
"cs-airport","BDB","Bundaberg Airport","Bundaberg",
"cs-airport","BDD","Badu Island Airport","Badu Island",
"cs-airport","BDH","Bandar Lengeh Airport","Bandar Lengeh",
"cs-airport","BDJ","Syamsudin Noor Airport","Syamsudin Noor","Banjarmasin-Borneo Island"
"cs-airport","BDL","Bradley International Airport","Bradley International","Hartford"
"cs-airport","BDO","Husein Sastranegara International Airport","Husein Sastranegara International","Bandung-Java Island"
"cs-airport","BDP","Bhadrapur Airport","Bhadrapur",
"cs-airport","BDQ","Vadodara Airport","Vadodara",
"cs-airport","BDR","Igor I Sikorsky Memorial Airport","Igor I Sikorsky Memorial","Bridgeport"
"cs-airport","BDS","Brindisi â€“ Salento Airport","Brindisi â€“ Salento","Brindisi"
"cs-airport","BDT","Gbadolite Airport","Gbadolite",
"cs-airport","BDU","Bardufoss Airport","Bardufoss","MÃ¥lselv"
"cs-airport","BEB","Benbecula Airport","Benbecula","Balivanich"
"cs-airport","BEF","Bluefields Airport","Bluefields","Bluefileds"
"cs-airport","BEG","Belgrade Nikola Tesla Airport","Belgrade Nikola Tesla","Belgrade"
"cs-airport","BEI","Beica Airport","Beica",
"cs-airport","BEJ","Barau(Kalimaru) Airport","Barau(Kalimaru)","Tanjung Redep-Borneo Island"
"cs-airport","BEL","Val de Cans/JÃºlio Cezar Ribeiro International Airport","Val de Cans/JÃºlio Cezar Ribeiro International","BelÃ©m"
"cs-airport","BEN","Benina International Airport","Benina International","Benghazi"
"cs-airport","BES","Brest Bretagne Airport","Brest Bretagne","Brest/Guipavas"
"cs-airport","BET","Bethel Airport","Bethel",
"cs-airport","BEU","Bedourie Airport","Bedourie",
"cs-airport","BEW","Beira Airport","Beira",
"cs-airport","BEY","Beirut Rafic Hariri International Airport","Beirut Rafic Hariri International","Beirut"
"cs-airport","BFD","Bradford Regional Airport","Bradford Regional","Bradford"
"cs-airport","BFF","Western Neb. Rgnl/William B. Heilig Airport","Western Neb. Rgnl/William B. Heilig","Scottsbluff"
"cs-airport","BFI","Boeing Field King County International Airport","Boeing Field King County International","Seattle"
"cs-airport","BFJ","Bijie Feixiong Airport","Bijie Feixiong","Bijie"
"cs-airport","BFN","Bram Fischer International Airport","Bram Fischer International","Bloemfontain"
"cs-airport","BFQ","Bahia PiÃ±a Airport","Bahia PiÃ±a",
"cs-airport","BFS","Belfast International Airport","Belfast International","Belfast"
"cs-airport","BFV","Buri Ram Airport","Buri Ram",
"cs-airport","BGA","Palonegro Airport","Palonegro","Bucaramanga"
"cs-airport","BGF","Bangui M'Poko International Airport","Bangui M'Poko International","Bangui"
"cs-airport","BGG","BingÃ¶l Ã‡eltiksuyu Airport","BingÃ¶l Ã‡eltiksuyu","BingÃ¶l"
"cs-airport","BGI","Sir Grantley Adams International Airport","Sir Grantley Adams International","Bridgetown"
"cs-airport","BGK","Big Creek Airport","Big Creek",
"cs-airport","BGM","Greater Binghamton/Edwin A Link field","Greater Binghamton/Edwin A Link field","Binghamton"
"cs-airport","BGO","Bergen Airport Flesland","Bergen Flesland","Bergen"
"cs-airport","BGR","Bangor International Airport","Bangor International","Bangor"
"cs-airport","BGW","Baghdad International Airport","Baghdad International","Baghdad"
"cs-airport","BGY","Il Caravaggio International Airport","Il Caravaggio International","Bergamo"
"cs-airport","BHB","Hancock County-Bar Harbor Airport","Hancock County-Bar Harbor","Bar Harbor"
"cs-airport","BHD","George Best Belfast City Airport","George Best Belfast City","Belfast"
"cs-airport","BHE","Woodbourne Airport","Woodbourne","Blenheim"
"cs-airport","BHH","Bisha Airport","Bisha",
"cs-airport","BHI","Comandante Espora Airport","Comandante Espora","Bahia Blanca"
"cs-airport","BHJ","Bhuj Airport","Bhuj",
"cs-airport","BHK","Bukhara Airport","Bukhara",
"cs-airport","BHM","Birmingham-Shuttlesworth International Airport","Birmingham-Shuttlesworth International","Birmingham"
"cs-airport","BHO","Raja Bhoj International Airport","Raja Bhoj International","Bhopal"
"cs-airport","BHQ","Broken Hill Airport","Broken Hill",
"cs-airport","BHR","Bharatpur Airport","Bharatpur",
"cs-airport","BHS","Bathurst Airport","Bathurst",
"cs-airport","BHU","Bhavnagar Airport","Bhavnagar",
"cs-airport","BHV","Bahawalpur Airport","Bahawalpur",
"cs-airport","BHX","Birmingham International Airport","Birmingham International","Birmingham"
"cs-airport","BHY","Beihai Airport","Beihai",
"cs-airport","BIA","Bastia-Poretta Airport","Bastia-Poretta","Bastia/Poretta"
"cs-airport","BID","Block Island State Airport","Block Island State","Block Island"
"cs-airport","BIE","Beatrice Municipal Airport","Beatrice Municipal","Beatrice"
"cs-airport","BII","Enyu Airfield","Enyu Airfield","Bikini Atoll"
"cs-airport","BIK","Frans Kaisiepo Airport","Frans Kaisiepo","Biak-Supiori Island"
"cs-airport","BIL","Billings Logan International Airport","Billings Logan International","Billings"
"cs-airport","BIM","South Bimini Airport","South Bimini",
"cs-airport","BIO","Bilbao Airport","Bilbao",
"cs-airport","BIQ","Biarritz-Anglet-Bayonne Airport","Biarritz-Anglet-Bayonne","Biarritz/Anglet/Bayonne"
"cs-airport","BIR","Biratnagar Airport","Biratnagar",
"cs-airport","BIS","Bismarck Municipal Airport","Bismarck Municipal","Bismarck"
"cs-airport","BJA","Soummam Airport","Soummam","BÃ©jaÃ¯a"
"cs-airport","BJB","Bojnord Airport","Bojnord",
"cs-airport","BJF","BÃ¥tsfjord Airport","BÃ¥tsfjord",
"cs-airport","BJL","Banjul International Airport","Banjul International","Banjul"
"cs-airport","BJM","Bujumbura International Airport","Bujumbura International","Bujumbura"
"cs-airport","BJR","Bahir Dar Airport","Bahir Dar",
"cs-airport","BJT","Bentota River Waterdrome","Bentota River Waterdrome","Bentota"
"cs-airport","BJV","Milas Bodrum International Airport","Milas Bodrum International","Bodrum"
"cs-airport","BJX","Del BajÃ­o International Airport","Del BajÃ­o International","Silao"
"cs-airport","BJZ","Badajoz Airport","Badajoz",
"cs-airport","BKA","Bykovo Airport","Bykovo","Moscow"
"cs-airport","BKG","Branson Airport","Branson",
"cs-airport","BKI","Kota Kinabalu International Airport","Kota Kinabalu International","Kota Kinabalu"
"cs-airport","BKK","Suvarnabhumi Airport","Suvarnabhumi","Bangkok"
"cs-airport","BKM","Bakalalan Airport","Bakalalan",
"cs-airport","BKN","Balkanabat Airport","Balkanabat",
"cs-airport","BKO","Senou Airport","Senou",
"cs-airport","BKQ","Blackall Airport","Blackall",
"cs-airport","BKS","Fatmawati Soekarno Airport","Fatmawati Soekarno","Bengkulu-Sumatra Island"
"cs-airport","BKW","Raleigh County Memorial Airport","Raleigh County Memorial","Beckley"
"cs-airport","BKX","Brookings Regional Airport","Brookings Regional","Brookings"
"cs-airport","BKZ","Bukoba Airport","Bukoba",
"cs-airport","BLA","General Jose Antonio Anzoategui International Airport","General Jose Antonio Anzoategui International","Barcelona"
"cs-airport","BLE","Borlange Airport","Borlange",
"cs-airport","BLF","Mercer County Airport","Mercer County","Bluefield"
"cs-airport","BLG","Belaga Airport","Belaga",
"cs-airport","BLI","Bellingham International Airport","Bellingham International","Bellingham"
"cs-airport","BLJ","Batna Airport","Batna",
"cs-airport","BLK","Blackpool International Airport","Blackpool International","Blackpool"
"cs-airport","BLL","Billund Airport","Billund",
"cs-airport","BLQ","Bologna Guglielmo Marconi Airport","Bologna Guglielmo Marconi","Bologna"
"cs-airport","BLR","Kempegowda International Airport","Kempegowda International","Bangalore"
"cs-airport","BLT","Blackwater Airport","Blackwater",
"cs-airport","BLV","Scott AFB/Midamerica Airport","Scott AFB/Midamerica","Belleville"
"cs-airport","BLZ","Chileka International Airport","Chileka International","Blantyre"
"cs-airport","BMA","Stockholm-Bromma Airport","Stockholm-Bromma","Stockholm"
"cs-airport","BMD","Belo sur Tsiribihina Airport","Belo sur Tsiribihina",
"cs-airport","BME","Broome International Airport","Broome International","Broome"
"cs-airport","BMI","Central Illinois Regional Airport at Bloomington-Normal","Central Illinois Regional at Bloomington-Normal","Bloomington/Normal"
"cs-airport","BMK","Borkum Airport","Borkum",
"cs-airport","BMO","Banmaw Airport","Banmaw",
"cs-airport","BMQ","Bamburi Airport","Bamburi",
"cs-airport","BMU","Muhammad Salahuddin Airport","Muhammad Salahuddin","Bima-Sumbawa Island"
"cs-airport","BMV","Buon Ma Thuot Airport","Buon Ma Thuot",
"cs-airport","BMW","Bordj Badji Mokhtar Airport","Bordj Badji Mokhtar",
"cs-airport","BMY","ÃŽle Art - Waala Airport","ÃŽle Art - Waala","Waala"
"cs-airport","BNA","Nashville International Airport","Nashville International","Nashville"
"cs-airport","BND","Bandar Abbas International Airport","Bandar Abbas International","Bandar Abbas"
"cs-airport","BNE","Brisbane International Airport","Brisbane International","Brisbane"
"cs-airport","BNI","Benin Airport","Benin",
"cs-airport","BNK","Ballina Byron Gateway Airport","Ballina Byron Gateway","Ballina"
"cs-airport","BNN","BrÃ¸nnÃ¸ysund Airport","BrÃ¸nnÃ¸ysund","BrÃ¸nnÃ¸y"
"cs-airport","BNP","Bannu Airport","Bannu",
"cs-airport","BNS","Barinas Airport","Barinas",
"cs-airport","BNX","Banja Luka International Airport","Banja Luka International","Banja Luka"
"cs-airport","BNY","Bellona/Anua Airport","Bellona/Anua","Anua"
"cs-airport","BOA","Boma Airport","Boma",
"cs-airport","BOB","Bora Bora Airport","Bora Bora","Motu Mute"
